FileName,FilePath,BirthTime,AccessTime,WriteTime,,,,,
resizeobserver.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\resizeobserver.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
resource-timing.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\resource-timing.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
rest-parameters.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\rest-parameters.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
rtcpeerconnection.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\rtcpeerconnection.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
ruby.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\ruby.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
run-in.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\run-in.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
same-site-cookie-attribute.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\same-site-cookie-attribute.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
screen-orientation.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\screen-orientation.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
script-async.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\script-async.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
script-defer.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\script-defer.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
scrollintoview.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\scrollintoview.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
scrollintoviewifneeded.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\scrollintoviewifneeded.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sdch.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\sdch.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
selection-api.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\selection-api.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
server-timing.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\server-timing.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
serviceworkers.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\serviceworkers.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
setimmediate.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\setimmediate.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
shadowdom.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\shadowdom.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
shadowdomv1.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\shadowdomv1.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sharedarraybuffer.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\sharedarraybuffer.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sharedworkers.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\sharedworkers.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sni.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\sni.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
spdy.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\spdy.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
speech-recognition.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\speech-recognition.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
speech-synthesis.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\speech-synthesis.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
spellcheck-attribute.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\spellcheck-attribute.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sql-storage.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\sql-storage.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
srcset.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\srcset.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
stream.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\stream.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
streams.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\streams.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
stricttransportsecurity.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\stricttransportsecurity.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
style-scoped.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\style-scoped.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
subresource-bundling.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\subresource-bundling.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
subresource-integrity.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\subresource-integrity.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-css.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-css.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-filters.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-filters.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-fonts.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-fonts.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-fragment.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-fragment.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-html.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-html.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-html5.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-html5.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-img.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-img.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg-smil.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg-smil.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
svg.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\svg.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
sxg.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\sxg.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
tabindex-attr.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\tabindex-attr.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
template-literals.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\template-literals.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
template.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\template.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
temporal.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\temporal.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
testfeat.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\testfeat.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
text-decoration.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\text-decoration.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
text-emphasis.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\text-emphasis.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
text-overflow.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\text-overflow.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
text-size-adjust.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\text-size-adjust.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
text-stroke.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\text-stroke.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
textcontent.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\textcontent.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
textencoder.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\textencoder.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
tls1-1.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\tls1-1.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
tls1-2.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\tls1-2.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
tls1-3.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\tls1-3.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
touch.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\touch.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
transforms2d.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\transforms2d.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
transforms3d.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\transforms3d.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
trusted-types.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\trusted-types.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
ttf.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\ttf.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
typedarrays.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\typedarrays.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
u2f.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\u2f.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
unhandledrejection.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\unhandledrejection.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
upgradeinsecurerequests.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\upgradeinsecurerequests.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
url-scroll-to-text-fragment.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\url-scroll-to-text-fragment.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
url.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\url.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
urlsearchparams.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\urlsearchparams.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
use-strict.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\use-strict.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
user-select-none.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\user-select-none.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
user-timing.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\user-timing.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
variable-fonts.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\variable-fonts.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
vector-effect.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\vector-effect.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
vibration.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\vibration.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
video.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\video.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
videotracks.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\videotracks.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
view-transitions.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\view-transitions.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
viewport-unit-variants.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\viewport-unit-variants.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
viewport-units.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\viewport-units.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
wai-aria.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\wai-aria.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
wake-lock.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\wake-lock.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
wasm.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\wasm.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
wav.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\wav.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
wbr-element.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\wbr-element.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
web-animation.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\web-animation.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
web-app-manifest.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\web-app-manifest.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
web-bluetooth.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\web-bluetooth.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
web-serial.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\web-serial.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
web-share.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\web-share.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webauthn.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webauthn.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webcodecs.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webcodecs.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webgl.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webgl.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webgl2.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webgl2.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webgpu.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webgpu.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webhid.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webhid.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webkit-user-drag.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webkit-user-drag.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webm.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webm.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webnfc.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webnfc.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webp.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webp.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
websockets.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\websockets.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webtransport.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webtransport.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webusb.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webusb.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webvr.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webvr.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webvtt.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webvtt.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webworkers.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webworkers.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
webxr.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\webxr.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
will-change.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\will-change.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
woff.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\woff.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
woff2.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\woff2.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
word-break.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\word-break.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
wordwrap.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\wordwrap.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
x-doc-messaging.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\x-doc-messaging.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
x-frame-options.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\x-frame-options.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
xhr2.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\xhr2.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
xhtml.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\xhtml.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
xhtmlsmil.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\xhtmlsmil.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
xml-serializer.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\xml-serializer.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
zstd.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\features\zstd.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AD.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AD.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AE.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AE.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AF.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AF.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AG.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AG.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AI.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AI.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AL.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AL.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-af.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-af.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-an.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-an.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-as.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-as.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-eu.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-eu.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-na.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-na.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-oc.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-oc.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-sa.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-sa.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
alt-ww.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\alt-ww.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AM.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AM.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AO.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AO.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AR.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AR.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AS.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AS.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AT.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AT.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AU.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AU.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AW.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AW.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AX.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AX.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
AZ.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\AZ.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BA.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BA.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BB.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BB.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BD.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BD.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BE.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BE.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BF.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BF.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BG.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BG.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BH.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BH.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BI.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BI.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BJ.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BJ.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BM.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BM.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
BN.js,C:\Users\gabee\Downloads\jorr\node_modules\caniuse-lite\data\regions\BN.js,11/27/2023 18:27,11/27/2023 18:27,11/27/2023 18:27,0,,,,
